0.1814694216	0.7261936748	0.6594853887	-0.190370555	0.6428969358	0.1592546977	-1.095377277	-0.378153807	-0.2194912881	-0.8399722739	0.09851773416	-0.1543190703	0.4285785941	0.5254315182	0.2677759346	1.11531441	-0.4255712724	0.3514219109	0.5563119909	0.1826350301	0.2779638414	-0.790972209	0.6256393331	-0.9733071285
0.2827543094	-0.2779884816	0.1915387716	-1.34853863	0.01929193571	1.009426946	1.082418053	-0.3364494239	-0.4781830011	-0.7470810045	0.7804987142	0.7496916951	0.5425479162	0.7788034573	0.5510040203	0.2164376229	-0.6382733295	-0.4084357039	0.03508511704	-0.1466650289	-0.5706420146	-0.4664612367	-0.520531774	-0.4667071523
0.1879907784	-0.125882946	-1.159575333	-0.3874087245	-0.08463441135	0.6639187157	-0.2597739739	-0.7314603874	-1.152329477	-0.5403143239	-0.5304355349	1.218423243	0.1485888738	1.067004074	0.9009829843	-0.5234764896	-0.8627633587	0.03444520623	0.1227680842	-0.9186690654	-0.3433802308	0.0227724689	0.02807203952	-0.3523153391
-0.510903953	-0.1491712028	-0.6632722673	0.4549175884	-0.5682191405	0.6318336212	1.243186489	0.1041066101	-0.5383783492	0.4492193769	2.210015171	0.7544658186	1.78244457	1.481960057	1.989806162	1.091002935	0.271970092	-0.5978149085	0.1055052675	-0.7027265641	-1.528336063	0.9328569973	-0.1313758816	-0.6561810126
-0.2489719324	0.9017212847	-0.3712516595	-0.2351560713	0.3581162621	-0.5902155143	0.01057824699	-0.3797752525	-0.3900177579	0.7522674902	0.2450270409	-0.9791628176	0.4121367714	0.5726761114	0.5861542472	0.9541914984	-0.6947788983	-0.9158435425	-0.2893564103	-0.4655800027	-0.344183402	0.2091625373	0.5763364924	-0.2172031278
-1.086750576	-1.080214119	0.003162154048	-0.9814294931	-0.696365443	0.2163529164	-0.4589409064	0.3960490376	0.3847051408	-0.05001248465	1.185083898	0.5108458056	0.3490246344	0.6117456843	0.4385780043	0.4566379922	-0.8455025382	-0.8983189623	0.8629851383	1.16814188	0.1804499673	0.9811025688	-0.4945344171	-0.04400833511
-0.3277958312	-0.8934259277	-0.2670016216	-1.112679282	0.03214202448	0.5155995187	-0.7281200204	0.3567397768	-0.237876797	0.6916936333	-0.1428688914	0.2719272491	0.7736596475	0.6620962197	0.2600151231	-0.3108713917	-1.290378687	-1.425130549	-0.3279059126	-0.7279877877	-0.276612611	1.250529791	0.003167114268	0.5576414866
-0.4188170567	0.2256253813	-0.6814401316	-0.8933273486	-0.05457291298	0.6873121289	0.5228739956	-0.05720585754	-0.2705785549	-0.009053030251	0.5559804214	0.06955715592	0.2763373864	0.4506641191	0.5551056919	0.01092825213	0.6389672795	-0.7693241515	-0.2443240232	1.255779731	-0.3608626613	0.005131412013	-0.9764661902	-0.8478664246
-0.6725698069	-0.1302788668	0.2304111818	-0.9755423496	0.03188764443	0.2310776309	-0.09730201416	-0.05743350109	0.5975275856	0.4719210813	-0.485262317	-0.7204585787	1.277362196	-0.4387491644	-0.04389520285	-0.05067619739	0.02905163539	-0.3532696952	-1.117008305	0.1412323985	-0.9907990353	0.2301833294	0.2742693547	-0.9447382116
0.1739219546	-0.3250919743	0.915995596	-0.7048688318	-1.130973801	0.6646931941	-0.6596283035	1.32343122	1.008362943	0.4658318223	0.3526198415	0.3294757896	-1.018543451	-0.7827886908	-0.9884634349	-0.534623862	-0.2799668752	-0.1710589845	0.7478653797	-0.1760198536	0.3525767087	-0.9128197203	-0.2115869893	1.331741965
